"No.","Time","Source","Destination","Protocol","Length","Info"
"3476","2121.155483","10.0.1.6","192.168.0.4","TCP","66","57184  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3477","2121.156366","192.168.0.4","10.0.1.6","TCP","66","8443  >  57184 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3478","2121.156404","10.0.1.6","192.168.0.4","TCP","54","57184  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"3479","2121.156499","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3480","2121.156906","192.168.0.4","10.0.1.6","TCP","54","8443  >  57184 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3481","2121.158274","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3482","2121.160857","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3483","2121.162835","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3484","2121.163061","10.0.1.6","192.168.0.4","TLSv1.2","577","Application Data"
"3485","2121.164195","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"3486","2121.164196","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"3487","2121.164221","10.0.1.6","192.168.0.4","TCP","54","57184  >  8443 [ACK] Seq=1167 Ack=1825 Win=524288 Len=0"
"3488","2121.164382","10.0.1.6","192.168.0.4","TCP","54","57184  >  8443 [RST, ACK] Seq=1167 Ack=1825 Win=0 Len=0"
"3489","2121.164723","10.0.1.6","192.168.0.4","TCP","66","57185  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3490","2121.165651","192.168.0.4","10.0.1.6","TCP","66","8443  >  57185 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3491","2121.165679","10.0.1.6","192.168.0.4","TCP","54","57185  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"3492","2121.165870","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3493","2121.166255","192.168.0.4","10.0.1.6","TCP","54","8443  >  57185 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3494","2121.276375","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3495","2121.279747","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3496","2121.280334","192.168.0.4","10.0.1.6","TCP","54","8443  >  57185 [ACK] Seq=1409 Ack=644 Win=64128 Len=0"
"3497","2121.294176","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3498","2121.294448","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"3499","2121.295803","192.168.0.4","10.0.1.6","TCP","14234","8443  >  57185 [ACK] Seq=1651 Ack=998 Win=64128 Len=14180 [TCP segment of a reassembled PDU]"
"3500","2121.295838","10.0.1.6","192.168.0.4","TCP","54","57185  >  8443 [ACK] Seq=998 Ack=15831 Win=524544 Len=0"
"3501","2121.296769","192.168.0.4","10.0.1.6","TLSv1.2","28414","Application Data, Application Data"
"3502","2121.296796","10.0.1.6","192.168.0.4","TCP","54","57185  >  8443 [ACK] Seq=998 Ack=44191 Win=524544 Len=0"
"3503","2121.297612","192.168.0.4","10.0.1.6","TLSv1.2","29832","Application Data, Application Data"
"3504","2121.297640","10.0.1.6","192.168.0.4","TCP","54","57185  >  8443 [ACK] Seq=998 Ack=73969 Win=524544 Len=0"
"3505","2121.297985","192.168.0.4","10.0.1.6","TLSv1.2","31250","Application Data, Application Data"
"3506","2121.298018","10.0.1.6","192.168.0.4","TCP","54","57185  >  8443 [ACK] Seq=998 Ack=105165 Win=524544 Len=0"
"3507","2121.298435","192.168.0.4","10.0.1.6","TLSv1.2","32668","Application Data, Application Data"
"3508","2121.298467","10.0.1.6","192.168.0.4","TCP","54","57185  >  8443 [ACK] Seq=998 Ack=137779 Win=524544 Len=0"
"3509","2121.298877","192.168.0.4","10.0.1.6","TLSv1.2","34086","Application Data, Application Data"
"3510","2121.298917","10.0.1.6","192.168.0.4","TCP","54","57185  >  8443 [ACK] Seq=998 Ack=171811 Win=524544 Len=0"
"3511","2121.299299","192.168.0.4","10.0.1.6","TLSv1.2","31250","Application Data, Application Data"
"3512","2121.299322","10.0.1.6","192.168.0.4","TCP","54","57185  >  8443 [ACK] Seq=998 Ack=203007 Win=524544 Len=0"
"3513","2121.299329","192.168.0.4","10.0.1.6","TCP","4308","8443  >  57185 [ACK] Seq=203007 Ack=998 Win=64128 Len=4254 [TCP segment of a reassembled PDU]"
"3514","2121.299336","10.0.1.6","192.168.0.4","TCP","54","57185  >  8443 [ACK] Seq=998 Ack=207261 Win=524544 Len=0"
"3515","2121.299855","192.168.0.4","10.0.1.6","TLSv1.2","36922","Application Data, Application Data"
"3516","2121.299895","10.0.1.6","192.168.0.4","TCP","54","57185  >  8443 [ACK] Seq=998 Ack=244129 Win=524544 Len=0"
"3517","2121.300435","192.168.0.4","10.0.1.6","TLSv1.2","4308","Application Data [TCP segment of a reassembled PDU]"
"3518","2121.300437","192.168.0.4","10.0.1.6","TLSv1.2","595","Application Data, Encrypted Alert"
"3519","2121.300454","10.0.1.6","192.168.0.4","TCP","54","57185  >  8443 [ACK] Seq=998 Ack=248925 Win=524544 Len=0"
"3520","2121.300606","10.0.1.6","192.168.0.4","TCP","54","57185  >  8443 [RST, ACK] Seq=998 Ack=248925 Win=0 Len=0"
"3521","2121.398972","10.0.1.6","192.168.0.4","TCP","66","57186  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3522","2121.399814","192.168.0.4","10.0.1.6","TCP","66","8443  >  57186 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3523","2121.399888","10.0.1.6","192.168.0.4","TCP","54","57186  >  8443 [ACK] Seq=1 Ack=1 Win=4197120 Len=0"
"3524","2121.400293","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3525","2121.401353","192.168.0.4","10.0.1.6","TCP","54","8443  >  57186 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3526","2121.402868","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3527","2121.405346","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3528","2121.406595","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3529","2121.406708","10.0.1.6","192.168.0.4","TLSv1.2","578","Application Data"
"3530","2121.408096","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"3531","2121.408096","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"3532","2121.408115","10.0.1.6","192.168.0.4","TCP","54","57186  >  8443 [ACK] Seq=1168 Ack=1825 Win=4196864 Len=0"
"3533","2121.408291","10.0.1.6","192.168.0.4","TCP","54","57186  >  8443 [RST, ACK] Seq=1168 Ack=1825 Win=0 Len=0"
"3534","2121.408684","10.0.1.6","192.168.0.4","TCP","66","57187  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3535","2121.409696","192.168.0.4","10.0.1.6","TCP","66","8443  >  57187 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3536","2121.409721","10.0.1.6","192.168.0.4","TCP","54","57187  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"3537","2121.409823","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3538","2121.410256","192.168.0.4","10.0.1.6","TCP","54","8443  >  57187 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3539","2121.411530","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3540","2121.413882","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3541","2121.415830","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3542","2121.415972","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"3543","2121.417709","192.168.0.4","10.0.1.6","TLSv1.2","309","Application Data"
"3544","2121.417710","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"3545","2121.417745","10.0.1.6","192.168.0.4","TCP","54","57187  >  8443 [ACK] Seq=998 Ack=1938 Win=524288 Len=0"
"3546","2121.417908","10.0.1.6","192.168.0.4","TCP","54","57187  >  8443 [RST, ACK] Seq=998 Ack=1938 Win=0 Len=0"
"3547","2121.418500","10.0.1.6","192.168.0.4","TCP","66","57188  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3548","2121.419230","192.168.0.4","10.0.1.6","TCP","66","8443  >  57188 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3549","2121.419262","10.0.1.6","192.168.0.4","TCP","54","57188  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"3550","2121.419368","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3551","2121.419706","192.168.0.4","10.0.1.6","TCP","54","8443  >  57188 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3552","2121.421576","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3553","2121.423843","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3554","2121.424899","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3555","2121.425022","10.0.1.6","192.168.0.4","TLSv1.2","565","Application Data"
"3556","2121.426144","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"3557","2121.426145","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"3558","2121.426198","10.0.1.6","192.168.0.4","TCP","54","57188  >  8443 [ACK] Seq=1155 Ack=1825 Win=524288 Len=0"
"3559","2121.426357","10.0.1.6","192.168.0.4","TCP","54","57188  >  8443 [RST, ACK] Seq=1155 Ack=1825 Win=0 Len=0"
"3560","2121.426661","10.0.1.6","192.168.0.4","TCP","66","57189  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3561","2121.427274","192.168.0.4","10.0.1.6","TCP","66","8443  >  57189 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3562","2121.427335","10.0.1.6","192.168.0.4","TCP","54","57189  >  8443 [ACK] Seq=1 Ack=1 Win=4197120 Len=0"
"3563","2121.427575","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3564","2121.427809","192.168.0.4","10.0.1.6","TCP","54","8443  >  57189 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3565","2121.428964","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3566","2121.431179","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3567","2121.432245","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3568","2121.432376","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"3569","2121.433277","192.168.0.4","10.0.1.6","TLSv1.2","309","Application Data"
"3570","2121.433277","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"3571","2121.433296","10.0.1.6","192.168.0.4","TCP","54","57189  >  8443 [ACK] Seq=998 Ack=1938 Win=4196864 Len=0"
"3572","2121.433451","10.0.1.6","192.168.0.4","TCP","54","57189  >  8443 [RST, ACK] Seq=998 Ack=1938 Win=0 Len=0"
"3573","2121.433978","10.0.1.6","192.168.0.4","TCP","66","57190  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3574","2121.435045","192.168.0.4","10.0.1.6","TCP","66","8443  >  57190 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3575","2121.435072","10.0.1.6","192.168.0.4","TCP","54","57190  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"3576","2121.435158","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3577","2121.436137","192.168.0.4","10.0.1.6","TCP","54","8443  >  57190 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3578","2121.436847","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3579","2121.439269","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3580","2121.440447","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3581","2121.440571","10.0.1.6","192.168.0.4","TLSv1.2","565","Application Data"
"3582","2121.441644","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"3583","2121.441645","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"3584","2121.441671","10.0.1.6","192.168.0.4","TCP","54","57190  >  8443 [ACK] Seq=1155 Ack=1825 Win=524288 Len=0"
"3585","2121.441804","10.0.1.6","192.168.0.4","TCP","54","57190  >  8443 [RST, ACK] Seq=1155 Ack=1825 Win=0 Len=0"
"3586","2121.442072","10.0.1.6","192.168.0.4","TCP","66","57191  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3587","2121.442722","192.168.0.4","10.0.1.6","TCP","66","8443  >  57191 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3588","2121.442755","10.0.1.6","192.168.0.4","TCP","54","57191  >  8443 [ACK] Seq=1 Ack=1 Win=4197120 Len=0"
"3589","2121.442863","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3590","2121.443079","192.168.0.4","10.0.1.6","TCP","54","8443  >  57191 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3591","2121.451699","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3592","2121.454396","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3593","2121.458302","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3594","2121.458531","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"3595","2121.463815","192.168.0.4","10.0.1.6","TLSv1.2","310","Application Data"
"3596","2121.463848","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"3597","2121.463861","10.0.1.6","192.168.0.4","TCP","54","57191  >  8443 [ACK] Seq=998 Ack=1939 Win=4196864 Len=0"
"3598","2121.464070","10.0.1.6","192.168.0.4","TCP","54","57191  >  8443 [RST, ACK] Seq=998 Ack=1939 Win=0 Len=0"
"3599","2121.464755","10.0.1.6","192.168.0.4","TCP","66","57192  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3600","2121.465924","192.168.0.4","10.0.1.6","TCP","66","8443  >  57192 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3601","2121.465950","10.0.1.6","192.168.0.4","TCP","54","57192  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"3602","2121.466051","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3603","2121.466437","192.168.0.4","10.0.1.6","TCP","54","8443  >  57192 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3604","2121.470959","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3605","2121.473780","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3606","2121.479809","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3607","2121.479937","10.0.1.6","192.168.0.4","TLSv1.2","566","Application Data"
"3608","2121.481527","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"3609","2121.481528","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"3610","2121.481552","10.0.1.6","192.168.0.4","TCP","54","57192  >  8443 [ACK] Seq=1156 Ack=1825 Win=524288 Len=0"
"3611","2121.481752","10.0.1.6","192.168.0.4","TCP","54","57192  >  8443 [RST, ACK] Seq=1156 Ack=1825 Win=0 Len=0"
"3612","2121.482047","10.0.1.6","192.168.0.4","TCP","66","57193  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3613","2121.484405","192.168.0.4","10.0.1.6","TCP","66","8443  >  57193 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3614","2121.484437","10.0.1.6","192.168.0.4","TCP","54","57193  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"3615","2121.487942","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3616","2121.488675","192.168.0.4","10.0.1.6","TCP","54","8443  >  57193 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3617","2121.489958","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3618","2121.492553","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3619","2121.493491","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3620","2121.493599","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"3621","2121.494462","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"3622","2121.494463","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"3623","2121.494483","10.0.1.6","192.168.0.4","TCP","54","57193  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"3624","2121.494792","10.0.1.6","192.168.0.4","TCP","54","57193  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"3625","2121.495191","10.0.1.6","192.168.0.4","TCP","66","57194  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3626","2121.495852","192.168.0.4","10.0.1.6","TCP","66","8443  >  57194 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3627","2121.495878","10.0.1.6","192.168.0.4","TCP","54","57194  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"3628","2121.495982","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3629","2121.496284","192.168.0.4","10.0.1.6","TCP","54","8443  >  57194 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3630","2121.497767","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3631","2121.500656","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3632","2121.501605","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3633","2121.501731","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"3634","2121.502491","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"3635","2121.502507","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"3636","2121.502515","10.0.1.6","192.168.0.4","TCP","54","57194  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"3637","2121.502682","10.0.1.6","192.168.0.4","TCP","54","57194  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"3638","2121.597759","10.0.1.6","192.168.0.4","TCP","66","57195  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3639","2121.598939","192.168.0.4","10.0.1.6","TCP","66","8443  >  57195 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3640","2121.598977","10.0.1.6","192.168.0.4","TCP","54","57195  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"3641","2121.599117","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3642","2121.599798","192.168.0.4","10.0.1.6","TCP","54","8443  >  57195 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3643","2121.602188","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3644","2121.604911","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3645","2121.607021","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3646","2121.607169","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"3647","2121.608766","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"3648","2121.608766","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"3649","2121.608795","10.0.1.6","192.168.0.4","TCP","54","57195  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"3650","2121.609014","10.0.1.6","192.168.0.4","TCP","54","57195  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"3651","2121.801058","10.0.1.6","192.168.0.4","TCP","66","57196  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3652","2121.802138","192.168.0.4","10.0.1.6","TCP","66","8443  >  57196 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3653","2121.802181","10.0.1.6","192.168.0.4","TCP","54","57196  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"3654","2121.802344","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3655","2121.802681","192.168.0.4","10.0.1.6","TCP","54","8443  >  57196 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3656","2121.805522","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3657","2121.808709","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3658","2121.809748","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3659","2121.809880","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"3660","2121.811013","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"3661","2121.811042","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"3662","2121.811057","10.0.1.6","192.168.0.4","TCP","54","57196  >  8443 [ACK] Seq=998 Ack=1825 Win=524288 Len=0"
"3663","2121.811329","10.0.1.6","192.168.0.4","TCP","54","57196  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"3664","2122.101146","10.0.1.6","192.168.0.4","TCP","66","57197  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3665","2122.102104","192.168.0.4","10.0.1.6","TCP","66","8443  >  57197 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3666","2122.102147","10.0.1.6","192.168.0.4","TCP","54","57197  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"3667","2122.102309","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3668","2122.102605","192.168.0.4","10.0.1.6","TCP","54","8443  >  57197 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3669","2122.103939","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3670","2122.107109","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3671","2122.108473","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3672","2122.108606","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"3673","2122.110601","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"3674","2122.110602","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"3675","2122.110627","10.0.1.6","192.168.0.4","TCP","54","57197  >  8443 [ACK] Seq=998 Ack=1825 Win=4196864 Len=0"
"3676","2122.110835","10.0.1.6","192.168.0.4","TCP","54","57197  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"3677","2122.501257","10.0.1.6","192.168.0.4","TCP","66","57198  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3678","2122.502217","192.168.0.4","10.0.1.6","TCP","66","8443  >  57198 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
"3679","2122.502266","10.0.1.6","192.168.0.4","TCP","54","57198  >  8443 [ACK] Seq=1 Ack=1 Win=524544 Len=0"
"3680","2122.502440","10.0.1.6","192.168.0.4","TLSv1.2","571","Client Hello"
"3681","2122.502734","192.168.0.4","10.0.1.6","TCP","54","8443  >  57198 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"3682","2122.504758","192.168.0.4","10.0.1.6","TLSv1.2","1462","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"3683","2122.507433","10.0.1.6","192.168.0.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3684","2122.508744","192.168.0.4","10.0.1.6","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3685","2122.508920","10.0.1.6","192.168.0.4","TLSv1.2","408","Application Data"
"3686","2122.510047","192.168.0.4","10.0.1.6","TLSv1.2","196","Application Data"
"3687","2122.510066","192.168.0.4","10.0.1.6","TLSv1.2","85","Encrypted Alert"
"3688","2122.510076","10.0.1.6","192.168.0.4","TCP","54","57198  >  8443 [ACK] Seq=998 Ack=1825 Win=4196864 Len=0"
"3689","2122.510412","10.0.1.6","192.168.0.4","TCP","54","57198  >  8443 [RST, ACK] Seq=998 Ack=1825 Win=0 Len=0"
"3690","2123.001415","10.0.1.6","192.168.0.4","TCP","66","57199  >  8443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3691","2123.002697","192.168.0.4","10.0.1.6","TCP","66","8443  >  57199 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1418 SACK_PERM=1 WS=128"
